eid,index,afid,name,domain,url,variants
10-s2.0-115542617,5734,115542617,ECOMAR,,,['ECOMAR']
10-s2.0-114320197,5735,114320197,Ministry of Agriculture,,,['Ministry Of Agriculture']
10-s2.0-112942661,5733,112942661,Projeto TAMAR-ICMBio,,,"['Projeto Tamar-icmbio', 'Projeto Tamar/icmbio']"
10-s2.0-116142369,5736,116142369,Neotropical Consultoria e Assessoria Ambiental,,,['Neotropical Consultoria e Assessoria Ambiental']
10-s2.0-116142313,5741,116142313,Divisão de Paleontologia,,,['Divisão de Paleontologia']
10-s2.0-115736273,5737,115736273,Secretaria de Estado de Educação,,,"['Secretaria De Estado De Educação', 'Seduc - Secretaria De Estado De Educação', 'Secretaria De Estado De Saúde Pública', 'Secretaria De Estado De Educaçao (seduc-pará)', 'Secretaria De Estado De Cultura']"
10-s2.0-101268238,5738,101268238,Centro,,,"['Centro', 'Centro.']"
10-s2.0-101963013,5740,101963013,Biota Projetos e Consultoria Ambiental Ltda.,,,[]
10-s2.0-112123710,5739,112123710,Instituto Internacional de Ecologia e Gerenciamento Ambiental,,,[]
10-s2.0-60291355,5743,60291355,Instituto Internacional de Ecologia de São Carlos Ltda,iie.com.br,https://www.iie.com.br/,"['Instituto Internacional de Ecologia de São Carlos Ltda', 'International Institute of Ecology of São Carlos Ltda']"
10-s2.0-100818709,5746,100818709,SCN,,,['Scn']
10-s2.0-101908423,5744,101908423,Leme Engenharia Ltda,,,[]
10-s2.0-116142963,5742,116142963,Quatipuru Consultoria Ambiental Ltda,,,['Quatipuru Consultoria Ambiental Ltda']
10-s2.0-116142734,5745,116142734,Systema Naturae Consultoria Ambiental Ltda,,,[]
10-s2.0-112988394,5747,112988394,Norte Energia S.A,,,"['Norte Energia S.a.', 'Norte Energia S.a', 'Norte Energia Sa', 'Norte Energia S/a']"
10-s2.0-115897144,5751,115897144,Investigador Del Instituto Nacional de Tecnolog'a Agropecuaria,,,"[""Investigador Del Instituto Nacional De Tecnolog'a Agropecuaria""]"
10-s2.0-119839549,5750,119839549,Profesor de FAMV/PPGAgro/UPF,,,['Profesor De Famv/ppgagro/upf']
10-s2.0-116142264,5748,116142264,Empresa Alimento Seguro,,,['Empresa Alimento Seguro']
10-s2.0-115896628,5749,115896628,Universidad de Passo Fundo - UPF,,,['Universidad De Passo Fundo - Upf']
10-s2.0-112648875,5752,112648875,Universidade Fundação Mineira de Educação e Cultura,,,[]
10-s2.0-116988105,5753,116988105,Laboratório de Camarões Marinhos,,,['Laboratório De Camarões Marinhos']
10-s2.0-112623229,5754,112623229,Centro Universitário de Lavras (UNILAVRAS),,,[]
10-s2.0-127274955,5756,127274955,Federal University of Bahia (FUB),,,['Federal University Of Bahia (fub)']
10-s2.0-127275461,5755,127275461,Federal University of Piauí (FUP),,,['Federal University Of Piauí (fup)']
10-s2.0-110515836,5758,110515836,Federal University of Reconcavo of Bahia,,,"['Federal University Of Recôncavo Of Bahia', 'Federal University Of Reconcavo Of Bahia', 'Federal University Of The Recôncavo Of Bahia', 'University Of Recôncavo Of Bahia', 'Universidade Federal De Recôncavo Da Bahia', 'Universidad Federal De Reconcavo De Bahia', 'Institution: Federal University Of Recôncavo Of Bahia', 'Federal University Reconcavo Of Bahia', 'Federal University Of The Reconcavo Of Bahia', 'Associate Professor Federal University Recôncavo Of Bahia']"
10-s2.0-127247756,5757,127247756,Laboratório de Mirmecologia,,,['Laboratório De Mirmecologia']
10-s2.0-126267974,5759,126267974,LPCPV,,,['Lpcpv']
10-s2.0-126267961,5761,126267961,Instituto Federal Goiano - Campus Ceres,,,[]
10-s2.0-126267942,5760,126267942,Instituto Federal Goiano Campus Iporá,,,[]
10-s2.0-117253443,5763,117253443,Superintendency of Biodiversity and Protected Areas,,,['Superintendency of Biodiversity and Protected Areas']
10-s2.0-126991430,5762,126991430,Foundation of Rio Verde,,,['Foundation Of Rio Verde']
10-s2.0-60109297,5764,60109297,"Colégio Pedro II, Brazil",,https://www.cp2.g12.br/,"['Colégio Pedro II, Brazil']"
10-s2.0-115930353,5765,115930353,Instituto Federal de Ciências e Tecnologia de Sergipe,,,['Instituto Federal De Ciências E Tecnologia De Sergipe']
10-s2.0-116024910,5766,116024910,XUFRGS,,,['XUFRGS']
10-s2.0-116508499,5769,116508499,Bradar Defense and Security,,,['Bradar Defense and Security']
10-s2.0-116055747,5768,116055747,Optovac Mecânica e Optoeletrônica LTDA,,,['Optovac Mecânica e Optoeletrônica LTDA']
10-s2.0-112736313,5767,112736313,Pontifical Catholic University MG,,,"['Catholic Pontific University', 'Pontifical Catholic University MG', 'Pontifical University Catholic']"
10-s2.0-116055782,5771,116055782,ICTP South American Institute for Fundamental Research,,,[]
10-s2.0-100612735,5770,100612735,CTEx,,,['Ctex']
10-s2.0-113775207,5775,113775207,Biostatistical Institute,,,"['Biostatistics Institute', 'Biostatistical Institute']"
10-s2.0-116006658,5772,116006658,IFES,,,[]
10-s2.0-117996359,5776,117996359,Harpia Sistemas,,,['Harpia Sistemas']
10-s2.0-114680306,5774,114680306,Itajaí Valley University,,,['Itajaí Valley University']
10-s2.0-116350330,5773,116350330,Federal University of S'o Jo'o del-Rei (UFSJ),,,"[""Federal University Of S'o Jo'o Del-rei (ufsj)""]"
10-s2.0-113865155,5779,113865155,Avibras Aerospace Industry,,,"['Avibras Aerospace Industry', 'Avibrás S.a.']"
10-s2.0-127232353,5777,127232353,Federal Institute of Education,,,['Federal Institute Of Education']
10-s2.0-112817281,5781,112817281,Centro Universitário de Formiga (UNIFOR-MG),,,[]
10-s2.0-116278056,5780,116278056,Apollus EHS Solutions Administração,,,['Apollus EHS Solutions Administração']
10-s2.0-119670919,5778,119670919,Comando Geral de Operações Aéreas (COMGAR),,,['Comando Geral De Operações Aéreas (comgar)']
10-s2.0-60289901,5784,60289901,Centro Universitário UNISEB,uniseb.com.br,https://www.uniseb.com.br/,[]
10-s2.0-116278004,5783,116278004,GRT Finance – Group for Research and Teaching in Finance,,,"['Grt Finance – Group For Research And Teaching In Finance', 'Group For Research And Teaching In Finance-grt Finance']"
10-s2.0-109679715,5782,109679715,Universidade Estadual de Minas Gerais (UEMG),,,"['Universidade Estadual De Minas Gerais (uemg)', 'Universidade Estadual De Minas Gerais-uemg', 'Universidade Estadual De Minas Gerais (funedi/uemg)']"
10-s2.0-116272498,5785,116272498,Magnamed Tecnologia Médica S/A,,,['Magnamed Tecnologia Médica S/A']
10-s2.0-116081417,5786,116081417,Flowtest Pesquisa Aeroespacial,,,['Flowtest Pesquisa Aeroespacial']
10-s2.0-100358028,5788,100358028,Companhia Paranaense de Energia,,,"['Companhia Paranaense De Energia', 'Companhia Paranaense De Energia (copel)', 'Companhia Paranaense De Energia Elétrica (copel)', 'Companhia Paranaense De Energia - Copel', 'Companhia Paranaense De Energia -', 'Empresa Paranaense De Energia', 'Departamento Som/demg/vemu, Companhia Paranaense De Energia', 'Copel-companhia Paranaense De Energia', 'Copel, Companhia Paranaense De Energia', 'Compania Paranaense De Energia']"
10-s2.0-114479647,5787,114479647,DIAGNO,,,['Diagno']
10-s2.0-127274882,5789,127274882,TIM Brazil,,,['Tim Brazil']
10-s2.0-112582722,5791,112582722,Federal Center for Technological Education of Minas Gerais,,,[]
10-s2.0-127262524,5790,127262524,Federal Institute of Technological Education of Ceará,,,"['Federal Institute Of Technology Of Ceará', 'Federal Institute Of Technological Education Of Ceará']"
10-s2.0-127288848,5792,127288848,Federal Center for Technological Education of Minas Gerais,,,['Federal Center For Technological Education Of Minas Gerais']
10-s2.0-113840985,5794,113840985,Ceara Institute of Science and Technology (IFCE),,,"['Federal Institute Of Ceará (ifce)', 'Federal Institute Of Ceara', 'University Of Ceará.', 'University Of Ceará', 'Federal University Ceara', 'Federal Institute Of Ceará-ifce', 'Federal Institute Of Ceará', 'Ceará', 'Ceara Institute Of Science And Technology (ifce)']"
10-s2.0-125391668,5793,125391668,IFCE,,,['Ifce']
10-s2.0-112606078,5796,112606078,EDP,,,"['Edp', 'Edp Renewables', 'Edp Distribuicaõ', 'Edp Brazil', 'Consórcio Edp']"
10-s2.0-115980776,5795,115980776,RandD Department-MV Drives,,,['Randd Department-mv Drives']
10-s2.0-126990479,5801,126990479,Laboratory of Computational Intelligence Applied to Technology,,,['Laboratory Of Computational Intelligence Applied To Technology']
10-s2.0-127288909,5800,127288909,Federal Institute of Education,,,['Federal Institute Of Education']
10-s2.0-112313743,5799,112313743,Federal Institute of Education,,,"['Federal Institute Of Education', 'Technical Federal Institute']"
10-s2.0-109298473,5798,109298473,CELESC,,,"['Celesc', 'Celesc Sa', 'Celesc S.a.', 'Celesc S. A.', 'Celesc Distribution S.a.', 'Celesc Distribution', 'Celesc Distribuição S.a.', 'Celesc Distribuição', 'Celesc D']"
10-s2.0-100712946,5797,100712946,University of Minas Gerais,,,"['University Of Minas Gerais', 'University Of Minas Gerais-belo Horizonte', 'Universidade De Minas Gerais', 'Universidad De Minas Gerais']"
10-s2.0-110975037,5804,110975037,Santa Maria Federal University,,,['Santa Maria Federal University']
10-s2.0-116280743,5806,116280743,SOCIESC University Center Tupy- Joinville,,,['SOCIESC University Center Tupy- Joinville']
10-s2.0-115980677,5802,115980677,Evoluma Automated Systems,,,['Evoluma Automated Systems']
10-s2.0-116281076,5805,116281076,Institute for Advanced Studies (IEAv),,,"['Institute For Advanced Studies (ieav)', 'Institute For Advanced Studies - Ieav']"
10-s2.0-127288808,5803,127288808,Centro Federal de Educaao Tecnolgica de Minas Gerais,,,['Centro Federal De Educaao Tecnolgica De Minas Gerais']
10-s2.0-126770570,5810,126770570,Vale of Araguaia University Center,,,"['Vale Of Araguaia University Center', 'University Center Of Araguaia']"
10-s2.0-100859736,5809,100859736,UEPA,,,"['Uepa', 'University (uepa)', 'Environmental Sciences (uepa)']"
10-s2.0-112839120,5808,112839120,Universidade Estadual do Pará (UEPA),,,[]
10-s2.0-60018840,5811,60018840,"Universitäts Frauenklinik, Universitätsspital Basel",unispital-basel.ch,https://www.unispital-basel.ch/en/ueber-uns/departemente/brust-bauch-und-becken/kliniken/womens-health-clinic/,"['Universitäts Frauenklinik, Universitätsspital Basel']"
10-s2.0-115973354,5807,115973354,Hospital do Câncer II,,,['Hospital Do Câncer Ii']
10-s2.0-107874643,5816,107874643,Medical Oncology,,,"['Medical Oncology', 'Medical Oncology Clinic']"
10-s2.0-127249336,5813,127249336,Center for Human Reproduction Prof. Franco Jr.,,,['Center For Human Reproduction Prof. Franco Jr.']
10-s2.0-113558633,5815,113558633,Instituto do Câncer Mãe de Deus (ICMD) Fundação Unimed,,,[]
10-s2.0-117551311,5814,117551311,School of Health Education and Sciences German Hospital Oswaldo Cruz São Paulo,,,['School Of Health Education And Sciences German Hospital Oswaldo Cruz São Paulo']
10-s2.0-127219708,5812,127219708,Rede Nordeste de Biotecnologia-RENORBIO,,,['Rede Nordeste De Biotecnologia-renorbio']
10-s2.0-109483762,5819,109483762,Hospital Municipal Dr. Moysés Deutsch,,,[]
10-s2.0-105736638,5820,105736638,Hospital Fêmina,,,"['Hospital Fêmina', 'Hospital Femina']"
10-s2.0-115923488,5817,115923488,Brazilian Gynecologic Oncology Group,,,['Brazilian Gynecologic Oncology Group']
10-s2.0-112813268,5818,112813268,Clínica AMO,,,[]
10-s2.0-113209679,5821,113209679,Sao Paulo Heart Hospital,,,[]
10-s2.0-115861790,5822,115861790,Assistência e Pesquisa da Secretaria Estadual de Saúde do Estado da Bahia - CEDAP/SESAB,,,['Assistência E Pesquisa Da Secretaria Estadual De Saúde Do Estado Da Bahia - Cedap/sesab']
10-s2.0-115862293,5826,115862293,Hospital e Maternidade Santa Isabel,,,"['Hospital E Maternidade Santa Isabel-hmsi', 'Hospital E Maternidade Santa Isabel']"
10-s2.0-109574843,5825,109574843,Waters Technologies do Brasil Ltda,,,"['Waters Technologies Do Brasil Ltda', 'Waters Technologies Do Brasil', 'Waters Do Brasil', 'Unimed Do Brasil', 'Roche Do Brasil', 'Roche Brasil', 'Ericsson Do Brasil', 'Bruker Do Brasil']"
10-s2.0-114423810,5824,114423810,Núcleo de Ensino e Pesquisa,,,"['Núcleo De Ensino E Pesquisa', 'Núcleo De Pesquisa E Conservação']"
10-s2.0-111335331,5823,111335331,Assistência e Pesquisa (CEDAP),,,[]
10-s2.0-120945142,5829,120945142,Hospital das Clínicas,,,"['Hospital Das Clínicas', 'Hospital Das Clinicas', 'Hospital Das Clinica']"
10-s2.0-112727248,5831,112727248,Universidad del Estado de Rio de Janeiro,,,[]
10-s2.0-112876496,5830,112876496,Hospital Federal dos Servidores do Estado do Rio de Janeiro,,,[]
10-s2.0-109454367,5828,109454367,Central Hospital Aristarcho Pessoa,,,[]
10-s2.0-113934956,5827,113934956,Curso de Medicina,,,"['Curso De Medicina', 'Curso De Graduação Em Medicina', 'Curso Acadêmico De Medicina', 'Acadêmicas Do Curso De Medicina']"
10-s2.0-115543092,5836,115543092,Claretiano University Center,,,[]
10-s2.0-127261436,5835,127261436,Rio Preto Medical School,,,['Rio Preto Medical School']
10-s2.0-126664769,5833,126664769,UFMG,,,[]
10-s2.0-60069944,5834,60069944,Centro de Pesquisas em Saúde Reprodutiva de Campinas,cemicamp.org.br,https://www.cemicamp.org.br/home/?lang=en,"['Campinas Reproductive Health Research Center', 'Centro de Pesquisas em Saúde Reprodutiva de Campinas']"
10-s2.0-100795016,5832,100795016,Escola Superior de Ciências,,,"['Escola Superior De Ciências', 'Medicine School Of Escola Superior De Ciências', 'Escola Superior De Ciências Da Saúde', 'Escola Superior De Ciências Da', 'Escola Superior De Ciencias Da Saude']"
10-s2.0-126661043,5839,126661043,University of São,,,"['University Of São', 'Federal University Of Sa~o Carlos']"
10-s2.0-126562626,5841,126562626,Hospital Porto Dias,,,['Hospital Porto Dias']
10-s2.0-60069330,5840,60069330,Hospital Miguel Couto,urbicorporate.com.br,,['Hospital Miguel Couto']
10-s2.0-100341628,5838,100341628,Hospital de Messejana,,,[]
10-s2.0-112873430,5837,112873430,Escola Superior de Ciências da Saúde (ESCS),,,[]
10-s2.0-114365768,5844,114365768,Rua Coronel Veiga,,,['Rua Coronel Veiga']
10-s2.0-115783364,5843,115783364,Barra da Tijuca,,,['Barra da Tijuca']
10-s2.0-115783307,5845,115783307,Rua Cila 3033,,,['Rua Cila 3033']
10-s2.0-114821245,5842,114821245,R. General Carneiro,,,['R. General Carneiro']
10-s2.0-115783351,5846,115783351,Rua João Alfredo,,,"['Rua João Alfredo', 'Rua Joao Alfredo']"
10-s2.0-115024069,5851,115024069,Instituto da Família de Porto Alegre,,,[]
10-s2.0-114365666,5847,114365666,R. Desemb. Pedro Silva,,,"['R. Desemb. Pedro Silva', 'R. Desemb']"
10-s2.0-115759354,5850,115759354,Clínica Maia,,,[]
10-s2.0-115753370,5848,115753370,National Institute for Developmental Psychiatry for Children and Adolescents,,,['National Institute For Developmental Psychiatry For Children And Adolescents']
10-s2.0-115746603,5849,115746603,Federal University of Rio Grande,,,"['Federal University Of Rio Grande', 'University Of Rio Grande', 'Universidade Federal De Rio Grande']"
10-s2.0-115741273,5854,115741273,Research Center of Biochemistry and Molecular Biology,,,['Research Center Of Biochemistry And Molecular Biology']
10-s2.0-113697849,5856,113697849,National Institute of Developmental Psychiatry for Children and Adolescents (INCT-CNPq),,,[]
10-s2.0-115777458,5855,115777458,Hospital do Cora..o Anis Rassi,,,['Hospital Do Cora..o Anis Rassi']
10-s2.0-115746481,5852,115746481,Post-Graduate Program in Child and Adolescent Health,,,['Post-graduate Program In Child And Adolescent Health']
10-s2.0-115746513,5853,115746513,State Department of Public Health of Rio Grande do Norte,,,['State Department of Public Health of Rio Grande do Norte']
10-s2.0-115304507,5857,115304507,Paulo Niemeyer State Brain Institute,,,[]
10-s2.0-112372578,5858,112372578,Hospital Ortopédico de Passo Fundo,,,"['Hospital Ortopédico De Passo Fundo', 'Hospital Da Cidade De Passo Fundo', 'Universidad De Passo Fundo', 'Hospital Ortopédico De Passo Fundo/rs', 'Hospital Ortopédico De Passo Fundo. Av', 'Hospital Ortopédico De Passo Fundo (hopf)', 'Hospital Ortopedico De Passo Fundo - Ho', 'Hospital De Clínicas De Passo Fundo- Hcpf', 'Hospital Das Clínicas De Passo Fundo']"
10-s2.0-100358468,5859,100358468,U.P.A. Laboratório de Mirmecologia,,,"['U.p.a. Laboratório De Mirmecologia', 'Upa Laboratório De Mirmecologia', 'Laboratório De Mirmecologia', 'U.p.a. Lab. De Mirmecologia', 'Upa Lab. De Mirmecologia', 'U.p.a.lab. De Mirmecologia', 'U.p.a. Laboratorio De Mirmecologia', 'U.p.a. Lab. Mirmecologia', 'U. P. A. Laboratório De Mirmecologia']"
10-s2.0-115734130,5861,115734130,Hemominas Foundation,,,['Hemominas Foundation']
10-s2.0-106950599,5860,106950599,Hospital Israelita,,,[]
10-s2.0-126710430,5862,126710430,Faculdade de Ciências Médicas,,,['Faculdade De Ciências Médicas']
10-s2.0-101947764,5864,101947764,Hospital Geral de Nova Iguaçu,,,[]
10-s2.0-127260966,5865,127260966,Ivo Pitanguy Institute,,,['Ivo Pitanguy Institute']
10-s2.0-115734041,5866,115734041,HEMOCE - Haematology and Haemotherapy Centre,,,"['Hemoce - Haematology And Haemotherapy Centre', 'Haematology And Haemotherapy Centre Of Ceara (hemoce)', 'Centre Of Haematology And Haemotherapy Of Ceara']"
10-s2.0-115734040,5863,115734040,Sociedade Brasileira de Oncologia Clinica - SBOC,,,"['Sociedade Brasileira Oncologia Clínica', 'Sociedade Brasileira De Oncologia Clínica (sboc)', 'Sociedade Brasileira De Oncologia Clínica', 'Sociedade Brasileira De Oncologia Clinica - Sboc', 'Sociedade Brasileira De Oncologia Clinica', 'Sociedade Brasileira De Oncologia']"
10-s2.0-102056938,5869,102056938,NepHro Consultoria em Doenças Renais,,,"['Nephro Consultoria Em Doenças Renais', 'Nephro Consultoria', 'Nephro Consultoria Em Doencas Renais']"
10-s2.0-112584584,5867,112584584,Santos Medical Sciences (UNILUS),,,"['School Of Medical Sciences Of Santos (unilus)', 'Santos Medical Sciences (unilus)', 'Medical Sciences School Of Santos - Unilus', 'Medical Science School Of Santos']"
10-s2.0-112768497,5871,112768497,Epidemiologic Surveillance Center of the State of São Paulo,,,"['Epidemiologic Surveillance Center Of The State Of São Paulo', 'São Paulo State Center Of Surveillance', 'Sanitary Surveillance Center Of The State Of São Paulo', 'Epidemiological Surveillance Center Of São Paulo State', 'Epidemiologic Surveillance Center Of The State Of Sao Paulo', 'Center Of Epidemiological Surveillance At Sao Paulo State Department Of Health', 'Center For Epidemiological Surveillance Of São Paulo State', 'Cancer Institute Of The State Of Sao Paulo']"
10-s2.0-112580605,5868,112580605,Vila Velha Hospital,,,"['Vila Velha Hospital', 'Ortopedia Do Vila Velha Hospital', 'Hospital Evangélico De Vila Velha', 'Do Vila Velha Hospital']"
10-s2.0-101681927,5870,101681927,Rede D'Or,,,[]
10-s2.0-109128411,5872,109128411,Hospital Brasília,,,[]
10-s2.0-112392794,5876,112392794,Centro de Referência e Treinamento em DST/AIDS,,,"['Centro De Referência E Treinamento Em Dst/aids', 'Centro De Referencia E Treinamento Em Dst/aids', 'Centro De Referência E Treinamento Em Dst/aids—crt-sp', 'Centro De Referência E Treinamento Em Dst/aids-sp', 'Centro De Referência E Treinamento Em Dst/aids-crt-sp', 'Centro De Referência E Treinamento Em Dst/aids Do Estado De São Paulo']"
10-s2.0-117505197,5873,117505197,Otolaryngology,,,['Otolaryngology']
10-s2.0-117504479,5874,117504479,Bosucesso General Hospital,,,['Bosucesso General Hospital']
10-s2.0-100680110,5875,100680110,Departamento de Medicina Preventiva,,,['Departamento de Medicina Preventiva']
10-s2.0-112645645,5877,112645645,Faculty of Medicine of Jundiaí (FMJ),,,[]
10-s2.0-115585030,5881,115585030,"Hospital Universit,á",,,"['Hospital Universit,á', 'Hosp. Univ.']"
10-s2.0-127249443,5878,127249443,Regenerative Medicine Center,,,['Regenerative Medicine Center']
10-s2.0-106020677,5879,106020677,Children's Cancer Institute,,,[]
10-s2.0-100595125,5880,100595125,Hospital de Câncer - Fundação Pio XII,,,[]
10-s2.0-127228879,5883,127228879,Instituto de Clínicas Pediátricas Bolívar Risso,,,['Instituto De Clínicas Pediátricas Bolívar Risso']
10-s2.0-127228632,5882,127228632,Santa Casa de Misericórdia de São Paulo,,,['Santa Casa De Misericórdia De São Paulo']
10-s2.0-127228494,5884,127228494,Hospital Napoleão Laureano,,,['Hospital Napoleão Laureano']
10-s2.0-107931395,5886,107931395,Paraiba Federal University Health Sciences Center,,,[]
10-s2.0-115747539,5885,115747539,Center for Research on Population Mental Health-NAPSaMP,,,['Center for Research on Population Mental Health-NAPSaMP']
10-s2.0-107302512,5890,107302512,Faculdade de Filosofia,,,"['Faculdade De Filosofia', 'Departamento De Genética, Faculdade De Filosofia']"
10-s2.0-127274704,5888,127274704,School of Dentistry,,,['School Of Dentistry']
10-s2.0-116759936,5887,116759936,Laboratório de Imunomodulação e Novas Abordagens Terapêuticas,,,['Laboratório de Imunomodulação e Novas Abordagens Terapêuticas']
10-s2.0-100330863,5891,100330863,Faculdade de Saúde Pública,,,[]
10-s2.0-113766378,5889,113766378,Hospital Regional Darcy Vargas,,,"['Hospital Regional Darcy Vargas', 'Regional Darcy Vargas Hospital']"
10-s2.0-113201183,5893,113201183,Instituto Nacional de Genética Médica Populacional,,,"['Instituto Nacional De Genética Médica Populacional', 'Instituto Nacional De Genética Médica Populacional (inagemp)']"
10-s2.0-121400940,5892,121400940,Escola Superior de Ciências da Saúde,,,"['Escola Superior De Ciências Da Saúde', 'Escola Superior De Ciências Da Saude', 'Escola Superior De Ciencias Da Saude']"
10-s2.0-109517306,5895,109517306,Santa Casa de Belo Horizonte Hospital,,,"['Santa Casa De Belo Horizonte Hospital', 'Hospital Santa Casa De Belo Horizonte', 'S. Casa Hospital Of Belo Horizonte', 'Hospital Da Santa Casa De Belo Horizonte', 'Santa Casa Hospital Of Belo Horizonte', 'Santa Casa De Belo Horizonte Hospital Francisco', 'S. Casa Hospital At Belo Horizonte', 'S. Casa Hosp. De Belo Horizonte', 'Neurosurgery Service - Santa Casa De Belo Horizonte Hospital', 'Hosp. Da S. Casa De Belo Horizonte']"
10-s2.0-118251475,5894,118251475,Secretaria Municipal Saude Belo Horizonte,,,['Secretaria Municipal Saude Belo Horizonte']
10-s2.0-108079382,5896,108079382,Central Goiana de Sorologia,,,['Central Goiana De Sorologia']
10-s2.0-116887229,5897,116887229,Secretaria Estadual de Saúde,,,"['Secretaria Estadual De Saúde De Goiás', 'Secretaria Estadual De Saúde De Goiás (goiânia)', 'Secretaria Estadual De Saúde', 'Secretaria Estadual De Educação', 'Secretaria De Saúde Do Estado De Goiás', 'Hcamp—secretaria Estadual De Saúde']"
10-s2.0-126612694,5898,126612694,Hospital Paulistano,,,['Hospital Paulistano']
10-s2.0-115648337,5900,115648337,Brasilien,,,[]
10-s2.0-131890482,5901,131890482,University of São Paulo Medical School,,,['University Of São Paulo Medical School']
10-s2.0-108043705,5899,108043705,Institute of Diagnostic Imaging (IDI),,,"['Institute Of Diagnostic Imaging (idi)', 'Institute Of Diagnostic Imaging', 'Institute For Diagnostic Imaging (idi)']"
10-s2.0-127262007,5902,127262007,Program of Postgraduate in Science of Rehabilitation,,,['Program Of Postgraduate In Science Of Rehabilitation']
10-s2.0-127260878,5903,127260878,Portuguese Charity Hospital,,,['Portuguese Charity Hospital']
10-s2.0-106689141,5905,106689141,University of the State of Bahia,,,"['University Of The State Of Bahia', 'University Of The State Of Bahia (uneb)', 'State University Of Southeast Of Bahia', 'University Of The State Of Bahia Uneb', 'University Of State Of Bahia (uneb)', 'University Of State Bahia', 'University Hospital Of Bahia', 'Superintendence Of Heritage From The State Of Bahia', 'State University Of Sudoeste Of Bahia', 'State University Of Sudoeste Da Bahia']"
10-s2.0-112609731,5904,112609731,Arthur Siqueira Cavalcanti Hematology Institute (HEMORIO),,,[]
10-s2.0-112679593,5906,112679593,Secretaria de Saúde,,,"['Secretaria De Saúde', 'Secretaria Estadual De Saúde De Rondônia']"
10-s2.0-113216914,5907,113216914,Agricultural and Livestock Minas Gerais State Research Institution - EPAMIG,,,"['State Of Minas Gerais Agricultural Research Corporation', 'Agricultural Research Institute Of The State Of Minas Gerais', 'Agricultural Research Institute Of Minas Gerais (epamig)', 'Agricultural And Livestock Minas Gerais State Research Institution - Epamig']"
10-s2.0-118109360,5908,118109360,FATEC Piracicaba,,,"['Fatec/piracicaba', 'Fatec Piracicaba', 'Fatec']"
10-s2.0-100660735,5909,100660735,Passo Fundo,,,"['Passo Fundo', 'Passo Fundo City Hospital', 'Universidade Passo Fundo']"
10-s2.0-126156806,5911,126156806,ABC Center for Mental Health Studies,,,[]
10-s2.0-115550851,5912,115550851,Rua Curupaiti,,,['Rua Curupaiti']
10-s2.0-101461749,5910,101461749,Institute of Chemistry,,,"['Physics Institute', 'Institute Of Chemistry']"
10-s2.0-115049515,5917,115049515,Laboratório de Patologia PAT,,,['Laboratório de Patologia PAT']
10-s2.0-101218432,5914,101218432,FAE Business School,,,"['Fae Business School', 'Business School']"
10-s2.0-106007493,5916,106007493,Hospital Universitário Cassiano Antônio de Moraes,,,[]
10-s2.0-120821180,5913,120821180,Hospital Pérola Byington,,,[]
10-s2.0-100558027,5915,100558027,University of Santa Maria,,,[]
10-s2.0-115049271,5918,115049271,Unit 1473,,,['Unit 1473']
10-s2.0-113401736,5920,113401736,Instituto Cohen,,,[]
10-s2.0-112663661,5919,112663661,Mãe de Deus Health System,,,"['Mãe De Deus Health System', 'System Health Mae De Deus', 'Mãe De Deus Hospital Group', 'Mãe De Deus Health System Porto Alegre']"
10-s2.0-113195256,5922,113195256,Paletta Guedes Ophthalmological Center,,,"['Paletta Guedes Ophthalmological Center', 'Paletta Guedes Eye Institute', 'Centro Oftalmológico Paletta Guedes']"
10-s2.0-112924656,5921,112924656,Maternidade Hospital Octaviano Neves,,,"['Octaviano Neves Maternity Hospital', 'Maternidade Hospital Octaviano Neves', 'Maternidade & Hospital Octaviano Neves']"
10-s2.0-113195333,5923,113195333,Santa Casa de Misericórdia Hospital,,,['Santa Casa De Misericórdia Hospital']
10-s2.0-113484117,5926,113484117,University of José Rosário Vellano,,,"['University Of José Rosário Vellano', 'José Rosário Vellano University', 'University José Do Rosário Vellano School Of Medicine', 'José Do Rosário Vellano University', 'Graduated Student Of University José Do Rosário Vellano']"
10-s2.0-129423482,5927,129423482,"Hospital Estadual Getúlio Vargas, Núcleo Hospitalar de Geriatria e Gerontologia",,,"['Hospital Estadual Getúlio Vargas, Núcleo Hospitalar De Geriatria E Gerontologia']"
10-s2.0-60027904,5925,60027904,"Universidade Federal de Alagoas, Faculdade de Medicina",ufal.br,http://www.ufal.br/ufal/,"['Federal University of Alagoas, Faculty of Medicine', 'Universidade Federal de Alagoas, Faculdade de Medicina']"
10-s2.0-118496198,5924,118496198,Piauí State Health Secretariat,,,"['Secretariat Of Planning Of The State Of Piauí', 'Piauí State University', 'Piauí State Health Department', 'Piauí State Department Of Health', 'Piaui State University']"
10-s2.0-113564140,5928,113564140,Oswaldo Cruz Hospital,,,[]
10-s2.0-121888395,5930,121888395,Capítulo De Historia y,,,['Capítulo De Historia Y']
10-s2.0-117788133,5931,117788133,The Laboratory at Bio-Manguinhos,,,['The Laboratory at Bio-Manguinhos']
10-s2.0-118411778,5929,118411778,Integrated College Padre Albino Foundation (FIPA),,,"['Integrated College Padre Albino Foundation (fipa)', 'Padre Albino Integrated Colleges', 'Padre Albino Foundation', 'Hospital Padre Albino-fipa']"
