eid,index,afid,name,domain,url,variants
10-s2.0-118678461,20385,118678461,Brazilian International Law Center (CEDIN),,,['Brazilian International Law Center (CEDIN)']
10-s2.0-126244958,20386,126244958,Faculdades Integradas de Patos,,,"['Faculdades Integradas De Patos', 'Universidade Integradas De Patos']"
10-s2.0-130438707,20387,130438707,Universidade Faderal da Paraíba,,,['Universidade Faderal Da Paraíba']
10-s2.0-101387643,20388,101387643,Brazilian Ministry of External Relations,,,['Brazilian Ministry Of External Relations']
10-s2.0-118591865,20389,118591865,Instituto Ciência,,,['Instituto Ciência']
10-s2.0-118591786,20390,118591786,Instituto Brasiliense de Direito Público,,,"['Instituto Brasiliense De Direito Público', 'Instituto Brasiliense De Derecho Público (idp)', 'Idp Instituto Brasiliense De Direito Público']"
10-s2.0-130438675,20391,130438675,Centro Universitário Estácio de Belo Horizonte,,,['Centro Universitário Estácio De Belo Horizonte']
10-s2.0-117559997,20392,117559997,Pós-Graduação em Direito da Escola Superior Dom Helder Câmara,,,"['Desenvolvimento Sustentável pela Escola Superior Dom Helder Câmara', 'Escola Superior Dom Helder Câmara', 'Pós-Graduação em Direito da Escola Superior Dom Helder Câmara']"
10-s2.0-118452650,20393,118452650,Faculdade de São Lourenço,,,['Faculdade De São Lourenço']
10-s2.0-112391591,20394,112391591,Faculdade Alvorada de Tecnologia e Educação de Maringá,,,"['Faculdade Alvorada', 'Faculdade Alvorada de Maringá', 'Faculdade Alvorada de Tecnologia e Educação de Maringá']"
10-s2.0-108363414,20395,108363414,Université de Lyon,,,"['Université De Lyon', 'Université Lyon']"
10-s2.0-118326572,20396,118326572,Protection Coordination of the Reference Centre for Refugees,,,['Protection Coordination of the Reference Centre for Refugees']
10-s2.0-108331790,20397,108331790,Escola de Governo da Fundação João Pinheiro,,,['Escola De Governo Da Fundação João Pinheiro']
10-s2.0-112467115,20398,112467115,Grupo de pesquisa Corpo,,,['Grupo De Pesquisa Corpo']
10-s2.0-118072377,20399,118072377,International Education Consulting Services,,,['International Education Consulting Services']
10-s2.0-118060340,20400,118060340,Estudos Literários pela UFMG,,,['Estudos Literários pela UFMG']
10-s2.0-113016746,20401,113016746,Ciência Política pelo Instituto Universitário de Pesquisa do Rio de Janeiro,,,"['Universitário De Pesquisas Do Rio De Janeiro (iuperj)', 'Universitario De Pesquisa Do Rio De Janeiro (iuperj', 'Univ. Estadaal Do Rio De Janeiro', 'Univ. Est. Do Rio De Janeiro', 'Univ. Do Estade Do Rio De Janeiro', 'Univ. Do Est. Do Rio De Janeiro', 'Pesquisa Do Rio De Janeiro', 'Intituto Universitário De Pesquisa Do Rio De Janeiro (iuperj)', 'Instituto Universitário De Pesquisa Do Rio De Janeiro', 'Instituto Universita´rio De Pesquisa Do Rio De Janeiro - Iuperj']"
10-s2.0-118039290,20402,118039290,Coordenação de Pós-Graduação do Centro de Formação,,,['Coordenação De Pós-graduação Do Centro De Formação']
10-s2.0-118033729,20403,118033729,Faculty Sumaré,,,['Faculty Sumaré']
10-s2.0-120096639,20404,120096639,Posto Médico-Legal,,,"['Posto Médico-legal', 'Posto Médico Legal']"
10-s2.0-120096932,20405,120096932,Instituto Médico Legal André Roquette,,,"['Instituto Médico Legal André Roquette', 'Instituto Médico-legal', 'Instituto Médico Legal']"
10-s2.0-100605129,20406,100605129,Faculdade Evangelica de Medicina,,,[]
10-s2.0-121093157,20407,121093157,Dermatology Department,,,['Dermatology Department']
10-s2.0-120418424,20409,120418424,Neurologia,,,['Neurologia']
10-s2.0-116430476,20408,116430476,Rehabilitation and Physiotherapy Service,,,['Rehabilitation And Physiotherapy Service']
10-s2.0-120418865,20410,120418865,Família e Enfermagem do Trabalho,,,['Família E Enfermagem Do Trabalho']
10-s2.0-120399522,20411,120399522,ITPAC - Instituto Tocantinense Presidente Antônio Carlos,,,['Itpac - Instituto Tocantinense Presidente Antônio Carlos']
10-s2.0-100679697,20412,100679697,FBDC,,,"['Fbdc', 'Ebmsp-fbdc']"
10-s2.0-120399791,20414,120399791,Hospital Português da Bahia,,,['Hospital Português Da Bahia']
10-s2.0-120399614,20413,120399614,Substituto na Universidade Estadual da Bahia (UNEB),,,['Substituto Na Universidade Estadual Da Bahia (uneb)']
10-s2.0-120399750,20415,120399750,Médico Patologista - Imagepat,,,['Médico Patologista - Imagepat']
10-s2.0-120399531,20416,120399531,Faculde de Tecnologia e Ciências,,,['Faculde De Tecnologia E Ciências']
10-s2.0-120399528,20417,120399528,Fundação de Neurologia e Neurocirurgia,,,['Fundação De Neurologia E Neurocirurgia']
10-s2.0-120399865,20419,120399865,Médico do estado de Goiás,,,['Médico Do Estado De Goiás']
10-s2.0-120399645,20418,120399645,Médico do estado do Acre - SESACRE,,,['Médico Do Estado Do Acre - Sesacre']
10-s2.0-120364880,20420,120364880,Genetics and Molecular Biology,,,['Genetics And Molecular Biology']
10-s2.0-112877285,20421,112877285,Hospital das Clínicas Gaspar Vianna,,,[]
10-s2.0-120266414,20424,120266414,Medical Faculty of San-Paolo University,,,['Medical Faculty Of San-paolo University']
10-s2.0-120223829,20425,120223829,São José do Rio Preto Medical School (FAMERP),,,[]
10-s2.0-120249109,20426,120249109,Dental School of Amazonas State University,,,"['Dental School Of Amazonas State University', 'University Of Amazonas State', 'State University Of Amazonas', 'Amazonas State University (cesp/uea)', 'Amazonas State University', 'Amazonas Federal University']"
10-s2.0-124240105,20427,124240105,Instituto de Avaliações de Tecnologias e Saúde (IATS),,,"['Instituto De Avaliações De Tecnologias Em Saúde', 'Instituto De Avaliações De Tecnologias E Saúde (iats)']"
10-s2.0-119897608,20428,119897608,Irmandade da Santa Casa de Misericórdia de Campo Belo,,,['Irmandade Da Santa Casa De Misericórdia De Campo Belo']
10-s2.0-100807773,20429,100807773,Sociedade Brasileira de Hemodinâmica e Cardiologia Intervencionista,,,[]
10-s2.0-114320098,20430,114320098,Sociedade Brasileira de Cirurgia Plástica,,,[]
10-s2.0-119876109,20431,119876109,Hospital Alberto Urquiza Wanderley,,,[]
10-s2.0-122396214,20432,122396214,Hospital Infantil Nossa Senhora da Gloria,,,['Hospital Infantil Nossa Senhora Da Gloria']
10-s2.0-119712977,20433,119712977,ESUDA College,,,['Esuda College']
10-s2.0-122029476,20435,122029476,Universidade de Passo Fundo,,,['Universidade De Passo Fundo']
10-s2.0-116308610,20434,116308610,Hospital de Saúde Mental Professor Frota Pinto,,,[]
10-s2.0-108330796,20436,108330796,Instituto de Ensino e Pesquisa,,,[]
10-s2.0-106031374,20437,106031374,Valenca Medical School,,,"['Valença Medical School', 'Valença Medical School']"
10-s2.0-108296421,20439,108296421,Grupo Perinatal,,,['Grupo Perinatal']
10-s2.0-119500524,20438,119500524,Tinnitus Research Initiative Pharmagroup,,,['Tinnitus Research Initiative Pharmagroup']
10-s2.0-112669103,20441,112669103,Singular-Centro de Controle da Dor,,,"['Singular-centro De Controle Da Dor', 'Singular Centro De Controle Da Dor', 'Clínica De Dor Singular', 'Centro De Controle Da Dor']"
10-s2.0-119124149,20440,119124149,Centro de Referenda e Treinamento Em DSTIAIDS,,,['Centro De Referenda E Treinamento Em Dstiaids']
10-s2.0-113101491,20442,113101491,Hospital do Coração da Associação Sanatório Sírio,,,"['Hospital Do Coração Da Associação Sanatório Sírio', 'Hospital Do Coração-associação Sanatório Sírio', 'Hospital Do Coracao Da Associacao']"
10-s2.0-119070881,20443,119070881,Instituto do Câncer do Estado de São Paulo,,,"['Instituto Do Câncer Do Estado De São Paulo', 'Ministério Público Do Estado De São Paulo', 'Instituto Pasteur Do Estado De São Paulo']"
10-s2.0-118921822,20445,118921822,9th of July Hospital and Mario Covas Hospital,,,"['July 9th Hospital', '9th Of July Hospital And Mario Covas Hospital']"
10-s2.0-119018363,20444,119018363,CEFOR (Center of the Face and Otolaryngology),,,['CEFOR (Center of the Face and Otolaryngology)']
10-s2.0-118922160,20446,118922160,Hospital de Especialidades,,,['Hospital de Especialidades']
10-s2.0-113142701,20447,113142701,PET/CT Department,,,"['Pet/ct Center', 'Pet/ct Department', 'Division Of Pet/ct']"
10-s2.0-118882045,20448,118882045,Orthopedic Clinic Jardim City,,,['Orthopedic Clinic Jardim City']
10-s2.0-117705746,20449,117705746,CEDIC,,,['CEDIC']
10-s2.0-127186770,20450,127186770,Secretaria Municipal de Saúde,,,['Secretaria Municipal De Saúde']
10-s2.0-122003574,20451,122003574,Epitrack eHealth,,,['Epitrack Ehealth']
10-s2.0-122016646,20452,122016646,Laboratório de Genética do Espírito Santo,,,['Laboratório De Genética Do Espírito Santo']
10-s2.0-122156031,20453,122156031,Universidade Federal São João Del-Rei,,,[]
10-s2.0-127186776,20456,127186776,Instituto Elo,,,['Instituto Elo']
10-s2.0-127185971,20458,127185971,Agència de Salut Pública de Barcelona,,,['Agència De Salut Pública De Barcelona']
10-s2.0-121203888,20457,121203888,Hospital Israelita Albert Eistein,,,[]
10-s2.0-113007822,20459,113007822,Medinsight Decisions in Health Care,,,"['Medinsight Decisions In Health Care', 'Medinsight - Decisions In Healthcare']"
10-s2.0-118495830,20461,118495830,San Paolo Hospital,,,"['Universidade De San Paolo', 'San Paolo Hospital', 'Hospital San Paolo']"
10-s2.0-112638382,20460,112638382,Head–Gynecologic Oncology Department at Erasto Gaertner Hospital,,,"['Head–gynecologic Oncology Department At Erasto Gaertner Hospital', 'Head And Neck Department Of Surgery Of Erasto Gaertner Hospital']"
10-s2.0-127185787,20462,127185787,Secretaria Municipal de Saúde de Bento Gonçalves,,,['Secretaria Municipal De Saúde De Bento Gonçalves']
10-s2.0-100351746,20464,100351746,Brazilian Scientific Institute of Plastic and Reconstructive Surgery,,,"['Institute Of Plastic And Reconstructive Surgery', 'Brazilian Scientific Institute Of Plastic And Reconstructive Surgery', 'The Brazilian Scientific Institute Of Plastic And Reconstructive Surgery', 'Brazilian Scientific Institute Of Plastic And Reconstrucive Surgery', 'Brazilian Sci. Ctr. For Plast. Surg.']"
10-s2.0-118440820,20463,118440820,Tacira Technologies,,,['Tacira Technologies']
10-s2.0-110274689,20465,110274689,Brazilian Society of Plastic Surgery,,,"['Brazilian Society Of Plastic Surgery', 'Brazilian Society Of Cardiology']"
10-s2.0-115344181,20466,115344181,Global Plastic Surgery,,,[]
10-s2.0-118326599,20467,118326599,Hospital ‘Alemã,,,['Hospital ‘Alemã']
10-s2.0-118326980,20468,118326980,Artclinic Ltda,,,['Artclinic Ltda']
10-s2.0-100429493,20469,100429493,Centro Médico Viver Melhor,,,['Centro Médico Viver Melhor']
10-s2.0-126646922,20470,126646922,Pontifical Catholic University,,,"['Pontifical Catholic University', 'Pontifical Catholic Univ.']"
10-s2.0-118326045,20471,118326045,Brazilian Society of Plastic Surgery (TSBCP),,,['Brazilian Society Of Plastic Surgery (tsbcp)']
10-s2.0-118325933,20472,118325933,Niterói D’Or Hospital,,,['Niterói D’Or Hospital']
10-s2.0-118326814,20473,118326814,Hospital “Alemã,,,['Hospital “Alemã']
10-s2.0-127186037,20474,127186037,Movimento dos Trabalhadores Rurais Sem Terra,,,['Movimento Dos Trabalhadores Rurais Sem Terra']
10-s2.0-127186375,20475,127186375,Coordenadoria de Programas Educacionais de Guarulhos,,,['Coordenadoria De Programas Educacionais De Guarulhos']
10-s2.0-118308181,20476,118308181,APCD Central Department of Endodontics,,,['APCD Central Department of Endodontics']
10-s2.0-106740761,20477,106740761,Escola de Aperfeicoamento Profissional (EAP),,,"['Escola de Aperfeiçoamento Profissional', 'Escola de Aperfeicoamento Profissional (EAP)']"
10-s2.0-122300625,20478,122300625,Cidade Universitária,,,['Cidade Universitária']
10-s2.0-113088466,20480,113088466,Hospital Universitário de Londrina,,,['Hospital Universitário De Londrina']
10-s2.0-118059636,20481,118059636,Círculo do Coração de Pernambuco,,,[]
10-s2.0-100591247,20483,100591247,Secretaria Municipal da Saúde,,,"['Secretaria Municipal da Saúde', 'Secretaria Municipal da Saúde', 'Secretaria Municipal da Saúde']"
10-s2.0-113889810,20482,113889810,Instituto Cândida Vargas,,,[]
10-s2.0-126978903,20485,126978903,Adventist Faculty of Hortolândia,,,[]
10-s2.0-112623784,20486,112623784,Portiguar University,,,"['Portiguar University', 'Universidade Portiguar']"
10-s2.0-118204819,20487,118204819,Postgraduate Program in Health Sciences,,,['Postgraduate Program In Health Sciences']
10-s2.0-118205084,20488,118205084,Postgraduate Program in Integral Attention to Health (PPGAIS-UNIJUÍ/UNICRUZ),,,[]
10-s2.0-118205195,20489,118205195,Londrina’s State University,,,[]
10-s2.0-118122745,20491,118122745,FPP,,,['FPP']
10-s2.0-118123357,20492,118123357,Serviço Social da Indústria Do Espírito Santo (SESI-ES),,,['Serviço Social da Indústria Do Espírito Santo (SESI-ES)']
10-s2.0-60101653,20493,60101653,"Associação Catarinense de Ensino, Brazil",,http://www.ace.br/,"['Associação Catarinense de Ensino, Brazil']"
10-s2.0-118122957,20494,118122957,Departamento de Saúde 1 da UESB,,,['Departamento de Saúde 1 da UESB']
10-s2.0-119841050,20495,119841050,Ambulatório de Dermatologia do Ambulatório Médico de Especialidades,,,['Ambulatório De Dermatologia Do Ambulatório Médico De Especialidades']
10-s2.0-119841144,20496,119841144,Sinop-MT,,,"['Sinop/mt', 'Sinop (mt)', 'Sinop']"
10-s2.0-112996001,20497,112996001,Hospital Federal de Bonsucesso-Serviço de Nefrologia e Transplante,,,"['Serviço De Dermatologia Do Hospital Federal De Bonsucesso', 'Hospital Federal De Bonsucesso-serviço De Nefrologia E Transplante', 'Hospital Federal De Bonsucesso - Dermatologia Rio De Janeiro']"
10-s2.0-118086365,20498,118086365,"Institute, Medical Sciences",,,[]
10-s2.0-118076177,20499,118076177,Faculdade de Medicina Estadual de São José do Rio Preto - Famerp,,,['Faculdade de Medicina Estadual de São José do Rio Preto - Famerp']
10-s2.0-117688776,20500,117688776,Dermatologista em clínica privada,,,['Dermatologista Em Clínica Privada']
10-s2.0-107136642,20501,107136642,Hospital Português,,,[]
10-s2.0-101396663,20502,101396663,UNIME Medical School,,,"['Unime Medical School', 'Medical School Unimes', 'Unime']"
10-s2.0-122644860,20503,122644860,Laboratory of Bacteriology,,,['Laboratory Of Bacteriology']
10-s2.0-118208696,20505,118208696,Pernambucana of Health Faculty,,,[]
10-s2.0-118039205,20504,118039205,Traumatology and Orthopedic Service of the Salgado Filho Hospital,,,['Traumatology and Orthopedic Service of the Salgado Filho Hospital']
10-s2.0-117975084,20506,117975084,Bahiana School of Medicine and Public Healt,,,['Bahiana School of Medicine and Public Healt']
10-s2.0-117951576,20507,117951576,Srio-Librans Hospital,,,['Srio-Librans Hospital']
10-s2.0-112977422,20509,112977422,Hospital de Olhos Niteroi (C.Z.),,,"['Hospital De Olhos Niterói', 'Hospital De Olhos Niteroi (c.z.)', 'Hospital De Olhos Niteroi']"
10-s2.0-101899420,20510,101899420,Maternidade Escola Januário Cicco – MEJC,,,"['Maternidade Escola Januário Cicco – Mejc', 'Maternidade Escola Januário Cicco (mejc)', 'Maternidade Escola Januário Cicco', 'Maternidade Escola Januario Cicco', 'Maternidade Escola Januário Cicco - Mejc']"
10-s2.0-117952149,20508,117952149,Vascular Neurosurgery Unit,,,['Vascular Neurosurgery Unit']
10-s2.0-118031508,20511,118031508,International Strategic Studies Graduate Program,,,['International Strategic Studies Graduate Program']
10-s2.0-118031680,20512,118031680,Undergraduate course of International Relations of UFRGS,,,['Undergraduate course of International Relations of UFRGS']
10-s2.0-118031095,20513,118031095,Instituto Meira Mattos of Escola de Comando e Estado-Maior do Exército (ECEME),,,['Instituto Meira Mattos Of Escola De Comando E Estado-maior Do Exército (eceme)']
10-s2.0-109487724,20514,109487724,Escola de Aperfeiçoamento de Oficiais,,,"['Escola de Aperfeiçoamento de Oficiais', 'Escola de Aperfeiçoamento de Oficiais']"
10-s2.0-118031822,20515,118031822,Instituto Meira Mattos de Estudos Políticos e Estratégicos,,,['Instituto Meira Mattos De Estudos Políticos E Estratégicos']
10-s2.0-118031360,20516,118031360,NERINT/UFRGS and UNIFESP/UFABC,,,['NERINT/UFRGS and UNIFESP/UFABC']
10-s2.0-117999726,20519,117999726,Centro de Historia Intelectual,,,['Centro de Historia Intelectual']
10-s2.0-129256668,20517,129256668,Comissão de Filosofia Do Direito,,,['Comissão De Filosofia Do Direito']
10-s2.0-118021998,20518,118021998,Instituto Brasiliense de Direito Público (IDP),,,[]
10-s2.0-122904394,20520,122904394,Brazilian science communicator and Executive Director,,,['Brazilian Science Communicator And Executive Director']
10-s2.0-112638877,20521,112638877,Companhia do Metropolitano de São Paulo - Metrô - SP,,,"['Companhia Do Metropolitano De São Paulo-metrô', 'Companhia Do Metropolitano De São Paulo - Metrô-sp', 'Companhia Do Metropolitano De São Paulo - Metrô Sp', 'Companhia Do Metropolitano De São Paulo - Metrô - Sp', 'Companhia Do Metropolitano De São Paulo - Metrô', 'Companhia Do Metropolitano De Sao Paulo-metrô', 'Companhia Do Metropolitano De Sao Paulo- Metrô']"
10-s2.0-122986204,20522,122986204,Laboratório Nacional de Computação Cientifica / CNPq,,,['Laboratório Nacional De Computação Cientifica / Cnpq']
10-s2.0-115054808,20524,115054808,Universidade Federai de Minas Gerais,,,"['Universidade Federai De Minas Gerais', 'Universidade Federail De Minas Gerais', 'Universidade Fedeml De Minas Gerais', 'Universidade Fedederal De Minas Gerais', 'Universidade Fedderal De Minas Gerais']"
10-s2.0-117918958,20523,117918958,Instituto de Estudos Sociais e Políticos da UERJ e coordenador do Grupo,,,['Instituto De Estudos Sociais E Políticos Da Uerj E Coordenador Do Grupo']
10-s2.0-124788498,20525,124788498,Stelio MarrasUniversidade de São Paulo,,,['Stelio Marrasuniversidade De São Paulo']
10-s2.0-117887171,20526,117887171,Instituto Nacional de Investigaciones Espaciales,,,['Instituto Nacional de Investigaciones Espaciales']
